"","predicted.Sub_cell_type","predicted.Sub_cell_type_organ","predicted.Main_cell_type.score","predicted.Sub_cell_type.score","predicted.Sub_cell_type_organ.score","mapping.score","Azimuth.Pansci.Class","Azimuth.Pansci.Subclass","Azimuth.Cortex.Class","Azimuth.Cortex.Subclass","RNA.class_label","RNA.class_name","RNA.class_bootstrapping_probability","RNA.subclass_label","RNA.subclass_name","RNA.subclass_bootstrapping_probability","RNA.supertype_label","RNA.supertype_name","RNA.supertype_bootstrapping_probability","RNA.cluster_label","RNA.cluster_name","RNA.cluster_alias","RNA.cluster_bootstrapping_probability","mCG.class_label","mCG.class_name","mCG.class_bootstrapping_probability","mCG.subclass_label","mCG.subclass_name","mCG.subclass_bootstrapping_probability","mCG.supertype_label","mCG.supertype_name","mCG.supertype_bootstrapping_probability","mCG.cluster_label","mCG.cluster_name","mCG.cluster_alias","mCG.cluster_bootstrapping_probability","Brainmap.RNA.Class","Brainmap.RNA.Subclass","Brainmap.mCG.Class","Brainmap.mCG.Subclass","seurat_clusters","cell_type"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B6","Cortical projection neurons 1_16","Cortical projection neurons 1_16_Brain",0.845169401478452,0.431116668301825,0.431116668301825,0.953197116835853,"Cortical projection neurons 1","Cortical projection neurons 1_16","Glutamatergic","L5 IT","CS20230722_CLAS_02","02 NP-CT-L6b Glut",0.88,"CS20230722_SUBC_030","030 L6 CT CTX Glut",1,"CS20230722_SUPT_0115","0115 L6 CT CTX Glut_2",1,"CS20230722_CLUS_0441","0441 L6 CT CTX Glut_2",57,1,"CS20230722_CLAS_24","24 MY Glut",0.97,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1029","1029 HB Calcb Chol_5",0.58,"CS20230722_CLUS_4605","4605 HB Calcb Chol_5",8958,0.58,"01 IT-ET Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","0","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B7","Cortical projection neurons 1_11","Cortical projection neurons 1_11_Brain",0.654800468573206,0.181328606096895,0.181328606096895,0.789290552033021,"Cortical projection neurons 1","Cortical projection neurons 1_12","Glutamatergic","L5 IT","CS20230722_CLAS_04","04 DG-IMN Glut",0.74,"CS20230722_SUBC_038","038 DG-PIR Ex IMN",1,"CS20230722_SUPT_0142","0142 DG-PIR Ex IMN_3",1,"CS20230722_CLUS_0516","0516 DG-PIR Ex IMN_3",1339,1,"CS20230722_CLAS_16","16 HY MM Glut",0.69,"CS20230722_SUBC_144","144 MM Foxb1 Glut",0.91,"CS20230722_SUPT_0631","0631 MM Foxb1 Glut_2",0.64,"CS20230722_CLUS_2575","2575 MM Foxb1 Glut_2",2834,0.64,"01 IT-ET Glut","009 L2/3 IT PIR-ENTl Glut","24 MY Glut","261 HB Calcb Chol","14","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B8","Interbrain and midbrain neurons 2_12","Interbrain and midbrain neurons 2_12_Brain",0.60121056866138,0.336567407820065,0.336567407820065,0.962169878446704,"Interbrain and midbrain neurons 2","Interbrain and midbrain neurons 2_12","Glutamatergic","L5 IT","CS20230722_CLAS_24","24 MY Glut",0.78,"CS20230722_SUBC_243","243 PGRN-PARN-MDRN Hoxb5 Glut",1,"CS20230722_SUPT_0974","0974 PGRN-PARN-MDRN Hoxb5 Glut_2",1,"CS20230722_CLUS_4347","4347 PGRN-PARN-MDRN Hoxb5 Glut_2",24414,1,"CS20230722_CLAS_14","14 HY Glut",0.72,"CS20230722_SUBC_133","133 PVH-SO-PVa Otp Glut",0.92,"CS20230722_SUPT_0587","0587 PVH-SO-PVa Otp Glut_3",0.59,"CS20230722_CLUS_2377","2377 PVH-SO-PVa Otp Glut_3",2460,0.59,"24 MY Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","16","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B9","Cortical projection neurons 1_16","Cortical projection neurons 1_16_Brain",0.905267900606759,0.473423889560019,0.473423889560019,0.868637608455248,"Cortical projection neurons 1","Cortical projection neurons 1_16","Glutamatergic","L5 IT","CS20230722_CLAS_01","01 IT-ET Glut",0.6,"CS20230722_SUBC_004","004 L6 IT CTX Glut",0.71,"CS20230722_SUPT_0013","0013 L6 IT CTX Glut_1",1,"CS20230722_CLUS_0035","0035 L6 IT CTX Glut_1",104,1,"CS20230722_CLAS_24","24 MY Glut",0.64,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1029","1029 HB Calcb Chol_5",0.91,"CS20230722_CLUS_4605","4605 HB Calcb Chol_5",8958,0.91,"01 IT-ET Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","0","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B10","Interneurons 1_8","Interneurons 1_8_Brain",0.382773802830336,0.130026182902435,0.130026182902435,0.946738958717603,"Interbrain and midbrain neurons 2","Interbrain and midbrain neurons 2_12","Glutamatergic","L5 IT","CS20230722_CLAS_20","20 MB GABA",0.65,"CS20230722_SUBC_213","213 SCsg Gabrr2 Gaba",1,"CS20230722_SUPT_0872","0872 SCsg Gabrr2 Gaba_1",1,"CS20230722_CLUS_3806","3806 SCsg Gabrr2 Gaba_1",3595,1,"CS20230722_CLAS_11","11 CNU-HYa GABA",0.64,"CS20230722_SUBC_073","073 MEA-BST Sox6 Gaba",0.82,"CS20230722_SUPT_0343","0343 MEA-BST Sox6 Gaba_7",0.88,"CS20230722_CLUS_1228","1228 MEA-BST Sox6 Gaba_7",1116,0.88,"24 MY Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","16","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B11","Cortical projection neurons 1_2","Cortical projection neurons 1_2_Brain",0.885932175224242,0.714256556735484,0.714256556735484,0.979434001937345,"Cortical projection neurons 1","Cortical projection neurons 1_16","Glutamatergic","L5 IT","CS20230722_CLAS_02","02 NP-CT-L6b Glut",0.54,"CS20230722_SUBC_030","030 L6 CT CTX Glut",1,"CS20230722_SUPT_0115","0115 L6 CT CTX Glut_2",1,"CS20230722_CLUS_0441","0441 L6 CT CTX Glut_2",57,1,"CS20230722_CLAS_21","21 MB Dopa",0.68,"CS20230722_SUBC_215","215 SNc-VTA-RAmb Foxa1 Dopa",1,"CS20230722_SUPT_0880","0880 SNc-VTA-RAmb Foxa1 Dopa_1",0.28,"CS20230722_CLUS_3838","3838 SNc-VTA-RAmb Foxa1 Dopa_1",2418,0.28,"01 IT-ET Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","0","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B12","Interbrain and midbrain neurons 1_10","Interbrain and midbrain neurons 1_10_Brain",0.507840696012805,0.21607407219219,0.21607407219219,0.815107392142395,"Interbrain and midbrain neurons 2","Interbrain and midbrain neurons 2_12","Glutamatergic","L5 IT","CS20230722_CLAS_24","24 MY Glut",0.82,"CS20230722_SUBC_243","243 PGRN-PARN-MDRN Hoxb5 Glut",1,"CS20230722_SUPT_0974","0974 PGRN-PARN-MDRN Hoxb5 Glut_2",1,"CS20230722_CLUS_4347","4347 PGRN-PARN-MDRN Hoxb5 Glut_2",24414,1,"CS20230722_CLAS_24","24 MY Glut",1,"CS20230722_SUBC_261","261 HB Calcb Chol",0.54,"CS20230722_SUPT_1027","1027 HB Calcb Chol_3",0.99,"CS20230722_CLUS_4603","4603 HB Calcb Chol_3",8956,0.99,"24 MY Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","16","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B13","Cortical projection neurons 1_13","Cortical projection neurons 1_13_Brain",0.416357723220048,0.209615539670653,0.209615539670653,0.837326742090401,"Cortical projection neurons 1","Cortical projection neurons 1_13","Glutamatergic","L5 ET","CS20230722_CLAS_01","01 IT-ET Glut",0.9,"CS20230722_SUBC_012","012 MEA Slc17a7 Glut",0.53,"CS20230722_SUPT_0056","0056 MEA Slc17a7 Glut_2",0.61,"CS20230722_CLUS_0209","0209 MEA Slc17a7 Glut_2",488,0.61,"CS20230722_CLAS_24","24 MY Glut",0.39,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1029","1029 HB Calcb Chol_5",0.67,"CS20230722_CLUS_4605","4605 HB Calcb Chol_5",8958,0.67,"02 NP-CT-L6b Glut","023 SUB-ProS Glut","24 MY Glut","261 HB Calcb Chol","11","L5 ET"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B14","Cortical projection neurons 1_11","Cortical projection neurons 1_11_Brain",0.763738470851681,0.233706562508249,0.233706562508249,0.886000918496496,"Cortical projection neurons 1","Cortical projection neurons 1_16","Glutamatergic","L5 IT","CS20230722_CLAS_01","01 IT-ET Glut",1,"CS20230722_SUBC_006","006 L4/5 IT CTX Glut",0.83,"CS20230722_SUPT_0026","0026 L4/5 IT CTX Glut_4",1,"CS20230722_CLUS_0093","0093 L4/5 IT CTX Glut_4",199,1,"CS20230722_CLAS_24","24 MY Glut",0.41,"CS20230722_SUBC_261","261 HB Calcb Chol",0.97,"CS20230722_SUPT_1027","1027 HB Calcb Chol_3",0.92,"CS20230722_CLUS_4603","4603 HB Calcb Chol_3",8956,0.92,"01 IT-ET Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","0","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B15","Striatal neurons 1_4","Striatal neurons 1_4_Brain",0.98445575569968,0.175512948523574,0.175512948523574,0.98471231993281,"Striatal neurons 1","Striatal neurons 1_13","GABAergic","L5 ET","CS20230722_CLAS_09","09 CNU-LGE GABA",0.96,"CS20230722_SUBC_061","061 STR D1 Gaba",1,"CS20230722_SUPT_0272","0272 STR D1 Gaba_8",1,"CS20230722_CLUS_0963","0963 STR D1 Gaba_8",1080,1,"CS20230722_CLAS_01","01 IT-ET Glut",0.45,"CS20230722_SUBC_012","012 MEA Slc17a7 Glut",0.99,"CS20230722_SUPT_0056","0056 MEA Slc17a7 Glut_2",0.77,"CS20230722_CLUS_0207","0207 MEA Slc17a7 Glut_2",2561,0.77,"09 CNU-LGE GABA","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","7","L5 ET"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B16","Interneurons 1_11","Interneurons 1_11_Brain",0.974789174714709,0.388619792743555,0.388619792743555,0.977617737459067,"Interneurons 1","Interneurons 1_3","GABAergic","Sst","CS20230722_CLAS_07","07 CTX-MGE GABA",1,"CS20230722_SUBC_053","053 Sst Gaba",1,"CS20230722_SUPT_0217","0217 Sst Gaba_4",0.45,"CS20230722_CLUS_0777","0777 Sst Gaba_4",496,0.45,"CS20230722_CLAS_02","02 NP-CT-L6b Glut",0.78,"CS20230722_SUBC_032","032 L5 NP CTX Glut",0.39,"CS20230722_SUPT_0125","0125 L5 NP CTX Glut_4",0.88,"CS20230722_CLUS_0472","0472 L5 NP CTX Glut_4",56,0.88,"07 CTX-MGE GABA","053 Sst Gaba","24 MY Glut","261 HB Calcb Chol","2","Sst"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B17","Interbrain and midbrain neurons 2_1","Interbrain and midbrain neurons 2_1_Brain",0.562052468049952,0.233610852666393,0.233610852666393,0.92071515629835,"Interneurons 2","OB neurons 1_11","GABAergic","L5 ET","CS20230722_CLAS_11","11 CNU-HYa GABA",0.64,"CS20230722_SUBC_081","081 ACB-BST-FS D1 Gaba",0.39,"CS20230722_SUPT_0382","0382 ACB-BST-FS D1 Gaba_2",0.98,"CS20230722_CLUS_1379","1379 ACB-BST-FS D1 Gaba_2",1203,0.98,"CS20230722_CLAS_24","24 MY Glut",0.96,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1029","1029 HB Calcb Chol_5",0.98,"CS20230722_CLUS_4605","4605 HB Calcb Chol_5",8958,0.98,"06 CTX-CGE GABA","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","3","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B18","Astrocytes_8","Astrocytes_8_Brain",0.89946526132633,0.261236411243346,0.261236411243346,0.961324008236914,"Astrocytes","Astrocytes_14","Non-Neuronal","Astro","CS20230722_CLAS_30","30 Astro-Epen",1,"CS20230722_SUBC_319","319 Astro-TE NN",1,"CS20230722_SUPT_1161","1161 Astro-TE NN_1",1,"CS20230722_CLUS_5220","5220 Astro-TE NN_1",14932,1,"CS20230722_CLAS_14","14 HY Glut",0.71,"CS20230722_SUBC_136","136 PMv-TMv Pitx2 Glut",0.44,"CS20230722_SUPT_0605","0605 PMv-TMv Pitx2 Glut_1",0.78,"CS20230722_CLUS_2460","2460 PMv-TMv Pitx2 Glut_1",2187,0.78,"30 Astro-Epen","319 Astro-TE NN","24 MY Glut","261 HB Calcb Chol","5","Astro"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B19","Cortical projection neurons 1_3","Cortical projection neurons 1_3_Brain",0.510847060148485,0.113155886407507,0.113155886407507,0.959625394304875,"Cortical projection neurons 2","Cortical projection neurons 1_3","Glutamatergic","L6 CT","CS20230722_CLAS_02","02 NP-CT-L6b Glut",0.97,"CS20230722_SUBC_030","030 L6 CT CTX Glut",1,"CS20230722_SUPT_0115","0115 L6 CT CTX Glut_2",1,"CS20230722_CLUS_0441","0441 L6 CT CTX Glut_2",57,1,"CS20230722_CLAS_19","19 MB Glut",0.77,"CS20230722_SUBC_157","157 RN Spp1 Glut",1,"CS20230722_SUPT_0682","0682 RN Spp1 Glut_1",1,"CS20230722_CLUS_2761","2761 RN Spp1 Glut_1",8215,1,"02 NP-CT-L6b Glut","030 L6 CT CTX Glut","24 MY Glut","261 HB Calcb Chol","10","L6 CT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B20","Interneurons 1_9","Interneurons 1_9_Brain",0.876803307216221,0.333926974033063,0.333926974033063,0.92106334184469,"Interneurons 1","Interneurons 1_3","GABAergic","Sst","CS20230722_CLAS_08","08 CNU-MGE GABA",0.98,"CS20230722_SUBC_055","055 STR Lhx8 Gaba",0.9,"CS20230722_SUPT_0236","0236 STR Lhx8 Gaba_1",0.51,"CS20230722_CLUS_0840","0840 STR Lhx8 Gaba_1",576,0.51,"CS20230722_CLAS_08","08 CNU-MGE GABA",0.52,"CS20230722_SUBC_057","057 NDB-SI-MA-STRv Lhx8 Gaba",1,"CS20230722_SUPT_0249","0249 NDB-SI-MA-STRv Lhx8 Gaba_6",0.39,"CS20230722_CLUS_0900","0900 NDB-SI-MA-STRv Lhx8 Gaba_6",825,0.39,"07 CTX-MGE GABA","053 Sst Gaba","24 MY Glut","261 HB Calcb Chol","2","Sst"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B21","Astrocytes_14","Astrocytes_14_Brain",0.971255986318979,0.350056102938626,0.350056102938626,0.975032401812984,"Astrocytes","Astrocytes_14","Non-Neuronal","Astro","CS20230722_CLAS_31","31 OPC-Oligo",0.56,"CS20230722_SUBC_326","326 OPC NN",1,"CS20230722_SUPT_1179","1179 OPC NN_1",1,"CS20230722_CLUS_5270","5270 OPC NN_1",5207,1,"CS20230722_CLAS_14","14 HY Glut",0.46,"CS20230722_SUBC_125","125 DMH Hmx2 Glut",0.81,"CS20230722_SUPT_0553","0553 DMH Hmx2 Glut_2",0.76,"CS20230722_CLUS_2273","2273 DMH Hmx2 Glut_2",1956,0.76,"30 Astro-Epen","319 Astro-TE NN","24 MY Glut","261 HB Calcb Chol","5","Astro"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B22","Oligodendrocyte progenitor cells_9","Oligodendrocyte progenitor cells_9_Brain",1,0.38628737211914,0.38628737211914,0.993048263804147,"Oligodendrocyte progenitor cells","Oligodendrocyte progenitor cells_9","Non-Neuronal","OPC","CS20230722_CLAS_31","31 OPC-Oligo",1,"CS20230722_SUBC_326","326 OPC NN",1,"CS20230722_SUPT_1179","1179 OPC NN_1",1,"CS20230722_CLUS_5270","5270 OPC NN_1",5207,1,"CS20230722_CLAS_14","14 HY Glut",0.19,"CS20230722_SUBC_127","127 DMH-LHA Vgll2 Glut",0.98,"CS20230722_SUPT_0561","0561 DMH-LHA Vgll2 Glut_3",1,"CS20230722_CLUS_2288","2288 DMH-LHA Vgll2 Glut_3",1944,1,"31 OPC-Oligo","326 OPC NN","24 MY Glut","261 HB Calcb Chol","15","OPC"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B23","Oligodendrocyte progenitor cells_9","Oligodendrocyte progenitor cells_9_Brain",1,0.324075710955705,0.324075710955705,0.995932830393991,"Oligodendrocyte progenitor cells","Oligodendrocyte progenitor cells_9","Non-Neuronal","OPC","CS20230722_CLAS_31","31 OPC-Oligo",1,"CS20230722_SUBC_326","326 OPC NN",1,"CS20230722_SUPT_1179","1179 OPC NN_1",1,"CS20230722_CLUS_5270","5270 OPC NN_1",5207,1,"CS20230722_CLAS_01","01 IT-ET Glut",0.41,"CS20230722_SUBC_010","010 IT AON-TT-DP Glut",0.94,"CS20230722_SUPT_0047","0047 IT AON-TT-DP Glut_2",1,"CS20230722_CLUS_0174","0174 IT AON-TT-DP Glut_2",290,1,"31 OPC-Oligo","326 OPC NN","24 MY Glut","261 HB Calcb Chol","15","OPC"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_B24","Oligodendrocyte progenitor cells_9","Oligodendrocyte progenitor cells_9_Brain",0.985908742198609,0.280558778017727,0.280558778017727,0.96507471146569,"Oligodendrocyte progenitor cells","Oligodendrocyte progenitor cells_9","Non-Neuronal","OPC","CS20230722_CLAS_24","24 MY Glut",0.84,"CS20230722_SUBC_243","243 PGRN-PARN-MDRN Hoxb5 Glut",1,"CS20230722_SUPT_0974","0974 PGRN-PARN-MDRN Hoxb5 Glut_2",1,"CS20230722_CLUS_4347","4347 PGRN-PARN-MDRN Hoxb5 Glut_2",24414,1,"CS20230722_CLAS_23","23 P Glut",0.68,"CS20230722_SUBC_226","226 PRNc-PARN Tlx1 Glut",0.6,"CS20230722_SUPT_0935","0935 PRNc-PARN Tlx1 Glut_1",0.89,"CS20230722_CLUS_4138","4138 PRNc-PARN Tlx1 Glut_1",24549,0.89,"31 OPC-Oligo","326 OPC NN","24 MY Glut","261 HB Calcb Chol","15","OPC"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C1","Interbrain and midbrain neurons 2_12","Interbrain and midbrain neurons 2_12_Brain",0.508745549934695,0.346101295639437,0.346101295639437,0.923590627415969,"Cortical projection neurons 1","Cortical projection neurons 1_16","Glutamatergic","L5 IT","CS20230722_CLAS_01","01 IT-ET Glut",1,"CS20230722_SUBC_012","012 MEA Slc17a7 Glut",0.75,"CS20230722_SUPT_0056","0056 MEA Slc17a7 Glut_2",0.56,"CS20230722_CLUS_0205","0205 MEA Slc17a7 Glut_2",485,0.56,"CS20230722_CLAS_23","23 P Glut",0.33,"CS20230722_SUBC_223","223 B-PB Nr4a2 Glut",0.63,"CS20230722_SUPT_0923","0923 B-PB Nr4a2 Glut_1",0.69,"CS20230722_CLUS_4096","4096 B-PB Nr4a2 Glut_1",24637,0.69,"01 IT-ET Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","0","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C2","Cortical projection neurons 2_9","Cortical projection neurons 2_9_Brain",0.728856325354965,0.380561309805245,0.380561309805245,0.974140111086329,"Cortical projection neurons 2","Cortical projection neurons 1_3","Glutamatergic","L6 CT","CS20230722_CLAS_02","02 NP-CT-L6b Glut",0.86,"CS20230722_SUBC_030","030 L6 CT CTX Glut",1,"CS20230722_SUPT_0115","0115 L6 CT CTX Glut_2",1,"CS20230722_CLUS_0441","0441 L6 CT CTX Glut_2",57,1,"CS20230722_CLAS_24","24 MY Glut",0.78,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1029","1029 HB Calcb Chol_5",0.99,"CS20230722_CLUS_4605","4605 HB Calcb Chol_5",8958,0.99,"02 NP-CT-L6b Glut","030 L6 CT CTX Glut","24 MY Glut","261 HB Calcb Chol","10","L6 CT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C3","Cortical projection neurons 1_9","Cortical projection neurons 1_9_Brain",0.93018611201211,0.302811171271926,0.302811171271926,0.722692251447402,"Cortical projection neurons 1","Cortical projection neurons 1_12","Glutamatergic","L5 IT","CS20230722_CLAS_19","19 MB Glut",0.37,"CS20230722_SUBC_169","169 PAG-SC Pou4f1 Zic1 Glut",0.66,"CS20230722_SUPT_0731","0731 PAG-SC Pou4f1 Zic1 Glut_2",1,"CS20230722_CLUS_3025","3025 PAG-SC Pou4f1 Zic1 Glut_2",4555,1,"CS20230722_CLAS_08","08 CNU-MGE GABA",1,"CS20230722_SUBC_057","057 NDB-SI-MA-STRv Lhx8 Gaba",1,"CS20230722_SUPT_0244","0244 NDB-SI-MA-STRv Lhx8 Gaba_1",0.63,"CS20230722_CLUS_0863","0863 NDB-SI-MA-STRv Lhx8 Gaba_1",732,0.63,"01 IT-ET Glut","006 L4/5 IT CTX Glut","24 MY Glut","261 HB Calcb Chol","9","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C4","Cortical projection neurons 1_19","Cortical projection neurons 1_19_Brain",1,0.216380262837321,0.216380262837321,0.932236083345762,"Cortical projection neurons 1","Cortical projection neurons 1_12","Glutamatergic","L5 IT","CS20230722_CLAS_01","01 IT-ET Glut",0.99,"CS20230722_SUBC_012","012 MEA Slc17a7 Glut",1,"CS20230722_SUPT_0056","0056 MEA Slc17a7 Glut_2",0.96,"CS20230722_CLUS_0209","0209 MEA Slc17a7 Glut_2",488,0.96,"CS20230722_CLAS_11","11 CNU-HYa GABA",0.5,"CS20230722_SUBC_073","073 MEA-BST Sox6 Gaba",0.25,"CS20230722_SUPT_0343","0343 MEA-BST Sox6 Gaba_7",0.88,"CS20230722_CLUS_1228","1228 MEA-BST Sox6 Gaba_7",1116,0.88,"01 IT-ET Glut","009 L2/3 IT PIR-ENTl Glut","24 MY Glut","261 HB Calcb Chol","14","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C5","Striatal neurons 1_13","Striatal neurons 1_13_Brain",0.714792961662311,0.155368912982486,0.155368912982486,0.961178427140346,"Striatal neurons 1","Striatal neurons 1_13","GABAergic","L5 ET","CS20230722_CLAS_24","24 MY Glut",0.53,"CS20230722_SUBC_243","243 PGRN-PARN-MDRN Hoxb5 Glut",1,"CS20230722_SUPT_0974","0974 PGRN-PARN-MDRN Hoxb5 Glut_2",1,"CS20230722_CLUS_4347","4347 PGRN-PARN-MDRN Hoxb5 Glut_2",24414,1,"CS20230722_CLAS_24","24 MY Glut",0.78,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1027","1027 HB Calcb Chol_3",1,"CS20230722_CLUS_4603","4603 HB Calcb Chol_3",8956,1,"09 CNU-LGE GABA","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","7","L5 ET"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C6","Interneurons 2_15","Interneurons 2_15_Brain",0.836781435779342,0.301581485584734,0.301581485584734,0.993176015996419,"Interneurons 2","OB neurons 1_11","GABAergic","L5 ET","CS20230722_CLAS_20","20 MB GABA",0.99,"CS20230722_SUBC_213","213 SCsg Gabrr2 Gaba",1,"CS20230722_SUPT_0872","0872 SCsg Gabrr2 Gaba_1",1,"CS20230722_CLUS_3806","3806 SCsg Gabrr2 Gaba_1",3595,1,"CS20230722_CLAS_24","24 MY Glut",1,"CS20230722_SUBC_261","261 HB Calcb Chol",1,"CS20230722_SUPT_1027","1027 HB Calcb Chol_3",0.87,"CS20230722_CLUS_4603","4603 HB Calcb Chol_3",8956,0.87,"06 CTX-CGE GABA","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","3","L5 ET"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C7","Interbrain and midbrain neurons 2_12","Interbrain and midbrain neurons 2_12_Brain",0.320249859767947,0.224618356552965,0.224618356552965,0.703167960592923,"Cortical projection neurons 1","Cortical projection neurons 1_16","Glutamatergic","L5 IT","CS20230722_CLAS_01","01 IT-ET Glut",0.95,"CS20230722_SUBC_012","012 MEA Slc17a7 Glut",0.93,"CS20230722_SUPT_0056","0056 MEA Slc17a7 Glut_2",0.83,"CS20230722_CLUS_0208","0208 MEA Slc17a7 Glut_2",259,0.83,"CS20230722_CLAS_24","24 MY Glut",0.7,"CS20230722_SUBC_261","261 HB Calcb Chol",0.99,"CS20230722_SUPT_1027","1027 HB Calcb Chol_3",0.95,"CS20230722_CLUS_4603","4603 HB Calcb Chol_3",8956,0.95,"01 IT-ET Glut","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","0","L5 IT"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C8","Striatal neurons 1_3","Striatal neurons 1_3_Brain",0.577620294201592,0.116018790774271,0.116018790774271,0.846417554192536,"Striatal neurons 1","Striatal neurons 1_13","GABAergic","L5 ET","CS20230722_CLAS_24","24 MY Glut",0.49,"CS20230722_SUBC_243","243 PGRN-PARN-MDRN Hoxb5 Glut",1,"CS20230722_SUPT_0974","0974 PGRN-PARN-MDRN Hoxb5 Glut_2",1,"CS20230722_CLUS_4347","4347 PGRN-PARN-MDRN Hoxb5 Glut_2",24414,1,"CS20230722_CLAS_23","23 P Glut",0.86,"CS20230722_SUBC_222","222 PB Evx2 Glut",0.65,"CS20230722_SUPT_0921","0921 PB Evx2 Glut_8",0.65,"CS20230722_CLUS_4076","4076 PB Evx2 Glut_8",4284,0.65,"09 CNU-LGE GABA","243 PGRN-PARN-MDRN Hoxb5 Glut","24 MY Glut","261 HB Calcb Chol","7","L5 ET"
"20230125-Yang-Kil-Het-M-C23-P1-B11_S23_C10","Cortical projection neurons 1_22","Cortical projection neurons 1_22_Brain",0.848249205350728,0.472894891846436,0.472894891846436,0.848407636523247,"Cortical projection neurons 1","Cortical projection neurons 1_12","Glutamatergic","L5 IT","CS20230722_CLAS_01","01 IT-ET Glut",0.98,"CS20230722_SUBC_014","014 LA-BLA-BMA-PA Glut",1,"CS20230722_SUPT_0062","0062 LA-BLA-BMA-PA Glut_3",0.93,"CS20230722_CLUS_0237","0237 LA-BLA-BMA-PA Glut_3",474,0.93,"CS20230722_CLAS_24","24 MY Glut",0.75,"CS20230722_SUBC_243","243 PGRN-PARN-MDRN Hoxb5 Glut",0.51,"CS20230722_SUPT_0974","0974 PGRN-PARN-MDRN Hoxb5 Glut_2",1,"CS20230722_CLUS_4347","4347 PGRN-PARN-MDRN Hoxb5 Glut_2",24414,1,"01 IT-ET Glut","006 L4/5 IT CTX Glut","24 MY Glut","261 HB Calcb Chol","9","L5 IT"
